,text
32156,যিরমিয় মূলত কাদের হৃদয় সম্বন্ধে লিখেছিলেন
32157,তাদের মতে এর উদ্দেশ্য ছিল একদিকে ব্রিটিশ শিল্পপতিদের উৎপাদিত পণ্য ভারতের দূরতম স্থানে বাজারজাত করা এবং অন্যদিকে ঔপনিবেশিক শাসন বিরোধী প্রতিরোধ আন্দোলন নিয়ন্ত্রণ করা
32158,শফিক ভাই কি এসে গেছেন
32159,নাগরিক কবি শামসুর রাহমান বাংলাদেশের সংখ্যালঘু নির্যাতন নিয়ে সুধাংশু যাবে না শিরোনামে একটি কবিতা লিখেছেন নির্যাতনের শিকার ধর্মীয় সংখ্যালঘুরা তখন দেশ ছেড়ে চলে যাচ্ছিলেন
32160,নবগঠিত সিভিল সার্ভিস ছিল এমন এক ব্যবস্থা যার শীর্ষভাগে ছিলেন ইউরোপীয়রা এবং নিম্নস্তরে ছিলেন দেশীয়রা
32161,দলীয় কাজ শিক্ষার্থীরা দলগতভাবে রাষ্ট্রপতি ও প্রধানমন্ত্রীর ক্ষমতাও কার্যের একটি তুলনামূলক ছক তৈরি করে শ্রেণিতে উপস্থাপন করবে
32162,তুমি কখনোই বোঝোনি কেন আমরা এমন করি
32163,আমরা মাটিতে শুয়ে পড়তে পারি
32164,কাশেম এম আবুল অধ্যাপক কৃষি সম্প্রসারণ শিক্ষা বাংলাদেশ কৃষি বিশ্ববিদ্যালয়
32165,প্রেরিত পুস্তকটির বিবরণ প্রকাশ করে যে নতুন খ্রীষ্টীয় মণ্ডলীর সদস্যেরা প্রচার শুরু করার প্রায় অল্প পরেই তারা গুরুতর বিরোধিতার অভিজ্ঞতা লাভ করেছিল
